County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Recovered,New Recovered,Latitude,Longitude,Last Update,STATEFP,COUNTYFP
Cole,Missouri,53,-1.0,1,0,1.9%,37,0,38.50476968,-92.28023836,2020-05-06 22:20 EDT,29,051
Moniteau,Missouri,51,-1.0,0,0,0.0%,4,0,38.63179951,-92.58379571,2020-05-06 22:20 EDT,29,135
Lafayette,Missouri,50,5.0,1,0,2.0%,23,0,39.06433925,-93.78592459999999,2020-05-06 22:20 EDT,29,107
Cape Girardeau,Missouri,49,0.0,1,0,2.0%,0,0,37.30271,-89.54453000000002,2020-05-06 22:20 EDT,29,031
Pemiscot,Missouri,48,8.0,3,0,6.2%,0,0,36.21254858,-89.79254787,2020-05-06 22:20 EDT,29,155
Perry,Missouri,44,1.0,0,0,0.0%,35,0,37.70682751,-89.82805974,2020-05-06 22:20 EDT,29,157
Platte,Missouri,36,2.0,0,0,0.0%,13,0,39.38100722,-94.77295358,2020-05-06 22:20 EDT,29,165
Pulaski,Missouri,36,0.0,1,0,2.8%,4,0,37.82463199,-92.20758495,2020-05-06 22:20 EDT,29,169
Camden,Missouri,35,0.0,1,0,2.9%,13,0,38.01889749,-92.76522366,2020-05-06 22:20 EDT,29,029
Mississippi,Missouri,32,3.0,0,0,0.0%,0,0,36.82779813600007,-89.29433235999994,2020-05-06 22:20 EDT,29,133
St. Francois,Missouri,29,1.0,1,0,3.4%,16,0,37.85644,-90.51874000000001,2020-05-06 22:20 EDT,29,187
Butler,Missouri,26,0.0,0,0,0.0%,12,0,36.716375864,-90.406528505,2020-05-06 22:20 EDT,29,023
Warren,Missouri,26,4.0,0,0,0.0%,6,0,38.7656489840001,-91.16045056899999,2020-05-06 22:20 EDT,29,219
Stoddard,Missouri,24,3.0,0,0,0.0%,0,0,36.855661813000005,-89.9442776239999,2020-05-06 22:20 EDT,29,207
Callaway,Missouri,23,0.0,1,0,4.3%,15,0,38.83660134,-91.92592085,2020-05-06 22:20 EDT,29,027
Dunklin,Missouri,23,0.0,2,0,8.7%,13,0,36.10584897,-90.16563000000001,2020-05-06 22:20 EDT,29,069
Christian,Missouri,19,0.0,0,0,0.0%,0,0,36.9695461,-93.18880105,2020-05-06 22:20 EDT,29,043
Jasper,Missouri,16,0.0,0,0,0.0%,11,0,37.20354968,-94.34062684,2020-05-06 22:20 EDT,29,097
Webster,Missouri,15,0.0,0,0,0.0%,0,0,37.2808708390001,-92.875868075,2020-05-06 22:20 EDT,29,225
Clinton,Missouri,13,2.0,0,0,0.0%,0,0,39.60170055,-94.40456798,2020-05-06 22:20 EDT,29,049
Adair,Missouri,12,0.0,0,0,0.0%,5,0,40.19053141,-92.60074473,2020-05-06 22:20 EDT,29,001
Pike,Missouri,12,1.0,0,0,0.0%,6,0,39.342910812000106,-91.174378231,2020-05-06 22:20 EDT,29,163
Ray,Missouri,12,0.0,0,0,0.0%,0,0,39.35314902,-93.98982478200001,2020-05-06 22:20 EDT,29,177
Taney,Missouri,12,0.0,2,0,16.7%,0,0,36.65710356,-93.03868137,2020-05-06 22:20 EDT,29,213
Newton,Missouri,11,1.0,1,0,9.1%,0,0,36.905494817,-94.339222889,2020-05-06 22:20 EDT,29,145
New Madrid,Missouri,11,0.0,0,0,0.0%,0,0,36.5958600000001,-89.52826999999998,2020-05-06 22:20 EDT,29,143
Wright,Missouri,10,0.0,0,0,0.0%,0,0,37.2701819170001,-92.468606044,2020-05-06 22:20 EDT,29,229
Cooper,Missouri,9,0.0,0,0,0.0%,2,0,38.8426163090001,-92.81066393599993,2020-05-06 22:20 EDT,29,053
Ste. Genevieve,Missouri,9,0.0,1,0,11.1%,0,0,37.9785400000001,-90.04745,2020-05-06 22:20 EDT,29,186
Washington,Missouri,9,0.0,1,0,11.1%,0,0,37.9616296820001,-90.877373814,2020-05-06 22:20 EDT,29,221
Benton,Missouri,8,0.0,0,0,0.0%,0,0,38.29895086,-93.28143963,2020-05-06 22:20 EDT,29,015
Crawford,Missouri,8,0.0,0,0,0.0%,0,0,37.976331088,-91.30394174700001,2020-05-06 22:20 EDT,29,055
Henry,Missouri,8,1.0,1,0,12.5%,0,0,38.38842154,-93.79668046,2020-05-06 22:20 EDT,29,083
Randolph,Missouri,8,0.0,0,0,0.0%,1,0,39.44013208,-92.49703739,2020-05-06 22:20 EDT,29,175
Cedar,Missouri,7,2.0,0,0,0.0%,0,0,37.728400482,-93.86174568,2020-05-06 22:20 EDT,29,039
Montgomery,Missouri,7,0.0,0,0,0.0%,2,0,38.941563826,-91.4699952559999,2020-05-06 22:20 EDT,29,139
Bates,Missouri,6,0.0,1,0,16.7%,0,0,38.25726569,-94.34004207,2020-05-06 22:20 EDT,29,013
Harrison,Missouri,6,0.0,0,0,0.0%,0,0,40.354686267,-93.9920600089999,2020-05-06 22:20 EDT,29,081
Morgan,Missouri,6,1.0,0,0,0.0%,0,0,38.4282348950001,-92.887189298,2020-05-06 22:20 EDT,29,141
Andrew,Missouri,6,0.0,0,0,0.0%,0,0,39.98437441300007,-94.80275537799996,2020-05-06 22:20 EDT,29,003
Lewis,Missouri,6,0.0,1,0,16.7%,0,0,40.097001816000045,-91.72388196699995,2020-05-06 22:20 EDT,29,111
Barry,Missouri,5,-1.0,0,0,0.0%,0,0,36.711802864,-93.83137357199993,2020-05-06 22:20 EDT,29,009
Chariton,Missouri,5,0.0,0,0,0.0%,0,0,39.515642423,-92.96253557700001,2020-05-06 22:20 EDT,29,041
Osage,Missouri,5,0.0,0,0,0.0%,3,0,38.4589697810001,-91.86134875299999,2020-05-06 22:20 EDT,29,151
Ripley,Missouri,5,0.0,0,0,0.0%,0,0,36.652765421,-90.86389237600001,2020-05-06 22:20 EDT,29,181
Howell,Missouri,5,0.0,0,0,0.0%,0,0,36.773937061,-91.88647479199993,2020-05-06 22:20 EDT,29,091
Nodaway,Missouri,5,1.0,0,0,0.0%,0,0,40.3606811490001,-94.8835412939999,2020-05-06 22:20 EDT,29,147
Linn,Missouri,5,0.0,1,0,20.0%,0,0,39.870193322,-93.10718178,2020-05-06 22:20 EDT,29,115
Vernon,Missouri,5,1.0,0,0,0.0%,0,0,37.8505849910001,-94.34244597,2020-05-06 22:20 EDT,29,217
Marion,Missouri,5,0.0,0,0,0.0%,0,0,39.80572049500006,-91.62531627299995,2020-05-06 22:20 EDT,29,127
Bollinger,Missouri,4,0.0,0,0,0.0%,0,0,37.3221502480001,-90.025884849,2020-05-06 22:20 EDT,29,017
Livingston,Missouri,4,2.0,0,0,0.0%,0,0,39.782098711000096,-93.54828689,2020-05-06 22:20 EDT,29,117
McDonald,Missouri,4,0.0,0,0,0.0%,0,0,36.6286793780001,-94.34835778799999,2020-05-06 22:20 EDT,29,119
Scotland,Missouri,4,0.0,0,0,0.0%,0,0,40.452572606,-92.146984805,2020-05-06 22:20 EDT,29,199
Caldwell,Missouri,3,0.0,0,0,0.0%,0,0,39.655751261,-93.9828326579999,2020-05-06 22:20 EDT,29,025
Carter,Missouri,3,0.0,1,0,33.3%,0,0,36.9412203730001,-90.96236914599993,2020-05-06 22:20 EDT,29,035
DeKalb,Missouri,3,0.0,0,0,0.0%,0,0,39.893198398,-94.4046725859999,2020-05-06 22:20 EDT,29,063
Stone,Missouri,3,0.0,0,0,0.0%,0,0,36.760031015,-93.4567981709999,2020-05-06 22:20 EDT,29,209
Phelps,Missouri,3,1.0,0,0,0.0%,0,0,37.877042761,-91.792289974,2020-05-06 22:20 EDT,29,161
Daviess,Missouri,3,0.0,0,0,0.0%,0,0,39.960759473000046,-93.98534438199994,2020-05-06 22:20 EDT,29,061
Atchison,Missouri,2,0.0,0,0,0.0%,0,0,40.432093588,-95.43110223,2020-05-06 22:20 EDT,29,005
Gasconade,Missouri,2,-1.0,0,0,0.0%,2,0,38.439135605,-91.50797646099993,2020-05-06 22:20 EDT,29,073
Macon,Missouri,2,0.0,0,0,0.0%,1,0,39.8307486630001,-92.564551355,2020-05-06 22:20 EDT,29,121
Maries,Missouri,2,0.0,0,0,0.0%,0,0,38.1617075560001,-91.9248165129999,2020-05-06 22:20 EDT,29,125
Reynolds,Missouri,2,0.0,0,0,0.0%,0,0,37.36227311400009,-90.96906705200001,2020-05-06 22:20 EDT,29,179
Madison,Missouri,2,1.0,0,0,0.0%,0,0,37.4780738740001,-90.3449273479999,2020-05-06 22:20 EDT,29,123
Dallas,Missouri,2,0.0,0,0,0.0%,0,0,37.6804520430001,-93.02361082700001,2020-05-06 22:20 EDT,29,059
Howard,Missouri,2,0.0,0,0,0.0%,2,0,39.142988136,-92.695145052,2020-05-06 22:20 EDT,29,089
Oregon,Missouri,2,0.0,0,0,0.0%,0,0,36.686703207,-91.403233375,2020-05-06 22:20 EDT,29,149
St. Clair,Missouri,2,0.0,0,0,0.0%,0,0,38.34533,-90.98097,2020-05-06 22:20 EDT,29,185
Iron,Missouri,2,0.0,0,0,0.0%,0,0,37.504176759000075,-90.68980999999997,2020-05-06 22:20 EDT,29,093
Miller,Missouri,2,0.0,0,0,0.0%,0,0,38.214602453000055,-92.427117202,2020-05-06 22:20 EDT,29,131
Carroll,Missouri,2,-1.0,0,0,0.0%,0,0,39.42786285200003,-93.50581866899996,2020-05-06 22:20 EDT,29,033
Ralls,Missouri,1,0.0,0,0,0.0%,0,0,39.527118999,-91.52336508799999,2020-05-06 22:20 EDT,29,173
Shelby,Missouri,1,0.0,0,0,0.0%,0,0,39.7977379940001,-92.07658680200001,2020-05-06 22:20 EDT,29,205
Clark,Missouri,1,0.0,0,0,0.0%,0,0,40.410743408,-91.7395896689999,2020-05-06 22:20 EDT,29,045
Worth,Missouri,1,0.0,0,0,0.0%,0,0,40.479158413,-94.422056931,2020-05-06 22:20 EDT,29,227
Gentry,Missouri,1,0.0,0,0,0.0%,0,0,40.2121158940001,-94.40991936,2020-05-06 22:20 EDT,29,075
Polk,Missouri,1,0.0,0,0,0.0%,0,0,37.616765472,-93.39968554299999,2020-05-06 22:20 EDT,29,167
Holt,Missouri,1,0.0,0,0,0.0%,0,0,40.09378705200004,-95.21602869999998,2020-05-06 22:20 EDT,29,087
Audrain,Missouri,1,0.0,0,0,0.0%,0,0,39.21572746000004,-91.84163139999998,2020-05-06 22:20 EDT,29,007
Sullivan,Missouri,1,1.0,0,0,0.0%,0,0,40.210640986000044,-93.111545156,2020-05-06 22:20 EDT,29,211
Lawrence,Missouri,1,1.0,0,0,0.0%,0,0,37.10634649600007,-93.83295897099998,2020-05-06 22:20 EDT,29,109
Texas,Missouri,0,0.0,0,0,nan%,0,0,37.3172212860001,-91.964999141,2020-05-06 22:20 EDT,29,215
Milwaukee,Wisconsin,3469,173.0,204,3,5.9%,0,0,43.042,-87.90687,2020-05-06 22:20 EDT,55,079
Brown,Wisconsin,1653,205.0,11,2,0.7%,0,0,44.45262729,-88.00370915,2020-05-06 22:20 EDT,55,009
Kenosha,Wisconsin,580,34.0,14,0,2.4%,0,0,42.58808,-87.82326,2020-05-06 22:20 EDT,55,059
Racine,Wisconsin,559,102.0,15,0,2.7%,0,0,42.72564000000001,-87.78955,2020-05-06 22:20 EDT,55,101
Dane,Wisconsin,445,4.0,22,0,4.9%,1,0,43.2509,-89.51829000000002,2020-05-06 22:20 EDT,55,025
Waukesha,Wisconsin,374,7.0,22,2,5.9%,120,0,43.01458,-88.23548000000002,2020-05-06 22:20 EDT,55,133
Rock,Wisconsin,311,22.0,10,1,3.2%,0,0,42.67120761,-89.07156318,2020-05-06 22:20 EDT,55,105
Walworth,Wisconsin,215,4.0,9,1,4.2%,18,0,42.66860085,-88.54195408,2020-05-06 22:20 EDT,55,127
Washington,Wisconsin,107,3.0,4,0,3.7%,0,0,43.36846263,-88.23074627,2020-05-06 22:20 EDT,55,131
Ozaukee,Wisconsin,95,1.0,9,0,9.5%,0,0,43.38406045,-87.95080924,2020-05-06 22:20 EDT,55,089
Winnebago,Wisconsin,85,13.0,1,0,1.2%,0,0,44.07516,-88.52521999999998,2020-05-06 22:20 EDT,55,139
Fond du Lac,Wisconsin,83,8.0,3,0,3.6%,0,0,43.77302,-88.44709,2020-05-06 22:20 EDT,55,039
Outagamie,Wisconsin,83,10.0,2,0,2.4%,0,0,44.41615179,-88.46497822,2020-05-06 22:20 EDT,55,087
Sauk,Wisconsin,70,4.0,3,0,4.3%,0,0,43.42669313,-89.9483328,2020-05-06 22:20 EDT,55,111
Grant,Wisconsin,60,12.0,7,0,11.7%,0,0,42.871980298000004,-90.70267956699993,2020-05-06 22:20 EDT,55,043
Sheboygan,Wisconsin,59,6.0,2,0,3.4%,27,0,43.74978,-87.71343,2020-05-06 22:20 EDT,55,117
Jefferson,Wisconsin,47,1.0,0,0,0.0%,0,0,43.02076065,-88.77587692,2020-05-06 22:20 EDT,55,055
Eau Claire,Wisconsin,45,4.0,0,0,0.0%,0,0,44.81658,-91.50076999999999,2020-05-06 22:20 EDT,55,035
Dodge,Wisconsin,42,3.0,1,0,2.4%,0,0,43.4162726,-88.70750858,2020-05-06 22:20 EDT,55,027
Columbia,Wisconsin,32,2.0,1,0,3.1%,0,0,43.46663,-89.33374585,2020-05-06 22:20 EDT,55,021
La Crosse,Wisconsin,32,1.0,0,0,0.0%,26,0,43.812670000000004,-91.25206,2020-05-06 22:20 EDT,55,063
Chippewa,Wisconsin,27,2.0,0,0,0.0%,0,0,45.06939639,-91.279892,2020-05-06 22:20 EDT,55,017
Kewaunee,Wisconsin,25,3.0,1,0,4.0%,0,0,44.516088022000105,-87.615236039,2020-05-06 22:20 EDT,55,061
Oconto,Wisconsin,23,5.0,0,0,0.0%,0,0,45.02609121400009,-88.269245572,2020-05-06 22:20 EDT,55,083
St. Croix,Wisconsin,23,3.0,0,0,0.0%,0,0,45.76718408,-92.14814145,2020-05-06 22:20 EDT,55,109
Clark,Wisconsin,22,1.0,4,0,18.2%,0,0,44.7347153360001,-90.61200829,2020-05-06 22:20 EDT,55,019
Marathon,Wisconsin,21,2.0,1,0,4.8%,0,0,44.89828784,-89.75909446,2020-05-06 22:20 EDT,55,073
Calumet,Wisconsin,20,1.0,0,0,0.0%,0,0,44.08345086,-88.18359015,2020-05-06 22:20 EDT,55,015
Green,Wisconsin,20,4.0,0,0,0.0%,0,0,42.6799749,-89.6022699,2020-05-06 22:20 EDT,55,045
Juneau,Wisconsin,19,1.0,1,0,5.3%,0,0,43.920683953,-90.118169295,2020-05-06 22:20 EDT,55,057
Door,Wisconsin,18,3.0,3,0,16.7%,0,0,44.943213323000094,-87.317310621,2020-05-06 22:20 EDT,55,029
Manitowoc,Wisconsin,17,3.0,1,0,5.9%,0,0,44.119977748000004,-87.809509436,2020-05-06 22:20 EDT,55,071
Shawano,Wisconsin,17,1.0,0,0,0.0%,0,0,44.789173145000106,-88.76550448799999,2020-05-06 22:20 EDT,55,115
Monroe,Wisconsin,14,0.0,1,0,7.1%,13,0,43.945716446999995,-90.61781224799999,2020-05-06 22:20 EDT,55,081
Dunn,Wisconsin,13,1.0,0,0,0.0%,0,0,44.94656917,-91.89636358,2020-05-06 22:20 EDT,55,033
Marinette,Wisconsin,13,2.0,1,0,7.7%,0,0,45.3832309370001,-88.03362785799999,2020-05-06 22:20 EDT,55,075
Richland,Wisconsin,13,0.0,2,0,15.4%,0,0,43.375607648,-90.4294545809999,2020-05-06 22:20 EDT,55,103
Jackson,Wisconsin,12,0.0,1,0,8.3%,0,0,44.319154504,-90.805148559,2020-05-06 22:20 EDT,55,053
Pierce,Wisconsin,11,1.0,0,0,0.0%,0,0,44.72273325,-92.42192317,2020-05-06 22:20 EDT,55,093
Douglas,Wisconsin,10,1.0,0,0,0.0%,0,0,46.43154108,-91.91539378,2020-05-06 22:20 EDT,55,031
Iowa,Wisconsin,10,3.0,0,0,0.0%,0,0,43.00041354,-90.13535249,2020-05-06 22:20 EDT,55,049
Waupaca,Wisconsin,10,0.0,1,0,10.0%,0,0,44.4704161820001,-88.96482605599991,2020-05-06 22:20 EDT,55,135
Lafayette,Wisconsin,8,2.0,0,0,0.0%,0,0,42.66050368,-90.13178819,2020-05-06 22:20 EDT,55,065
Crawford,Wisconsin,7,1.0,0,0,0.0%,0,0,43.238797649,-90.923238634,2020-05-06 22:20 EDT,55,023
Portage,Wisconsin,7,0.0,0,0,0.0%,0,0,44.476014488000004,-89.501379324,2020-05-06 22:20 EDT,55,097
Barron,Wisconsin,7,0.0,0,0,0.0%,0,0,45.4236968010001,-91.848342859,2020-05-06 22:20 EDT,55,005
Buffalo,Wisconsin,6,1.0,1,0,16.7%,0,0,44.384239448000095,-91.75192482799999,2020-05-06 22:20 EDT,55,011
Oneida,Wisconsin,6,0.0,0,0,0.0%,0,0,45.705537368000094,-89.52183343,2020-05-06 22:20 EDT,55,085
Trempealeau,Wisconsin,5,1.0,0,0,0.0%,0,0,44.304916418999994,-91.357954509,2020-05-06 22:20 EDT,55,121
Polk,Wisconsin,5,1.0,0,0,0.0%,0,0,45.46135981800006,-92.44140293799995,2020-05-06 22:20 EDT,55,095
Green Lake,Wisconsin,5,0.0,0,0,0.0%,0,0,43.845620000000046,-88.96009999999997,2020-05-06 22:20 EDT,55,047
Vilas,Wisconsin,4,0.0,0,0,0.0%,0,0,46.0528601990001,-89.51481038899998,2020-05-06 22:20 EDT,55,125
Adams,Wisconsin,4,0.0,1,0,25.0%,0,0,43.9639379180001,-89.76077662200001,2020-05-06 22:20 EDT,55,001
Rusk,Wisconsin,4,0.0,0,0,0.0%,0,0,45.475129059,-91.13319138700001,2020-05-06 22:20 EDT,55,107
Waushara,Wisconsin,4,2.0,0,0,0.0%,0,0,44.11312349399999,-89.24285926200001,2020-05-06 22:20 EDT,55,137
Sawyer,Wisconsin,4,0.0,0,0,0.0%,0,0,45.879821893999996,-91.14453105699994,2020-05-06 22:20 EDT,55,113
Bayfield,Wisconsin,3,0.0,1,0,33.3%,0,0,46.52358987,-91.200841,2020-05-06 22:20 EDT,55,007
Marquette,Wisconsin,3,0.0,1,0,33.3%,0,0,43.8196226000001,-89.398781218,2020-05-06 22:20 EDT,55,077
Ashland,Wisconsin,2,0.0,0,0,0.0%,0,0,46.3138657860001,-90.67803600799988,2020-05-06 22:20 EDT,55,003
Iron,Wisconsin,2,0.0,1,0,50.0%,0,0,46.262259312,-90.2419544429999,2020-05-06 22:20 EDT,55,051
Wood,Wisconsin,2,0.0,0,0,0.0%,0,0,44.475229999999996,-90.16062,2020-05-06 22:20 EDT,55,141
Florence,Wisconsin,2,0.0,0,0,0.0%,0,0,45.8484557560001,-88.398124015,2020-05-06 22:20 EDT,55,037
Vernon,Wisconsin,2,0.0,0,0,0.0%,0,0,43.59242898500002,-90.82300775599998,2020-05-06 22:20 EDT,55,123
Menominee,Wisconsin,1,0.0,0,0,0.0%,0,0,45.004360192,-88.70992326199993,2020-05-06 22:20 EDT,55,078
Price,Wisconsin,1,0.0,0,0,0.0%,0,0,45.680319454000035,-90.36145792299999,2020-05-06 22:20 EDT,55,099
Washburn,Wisconsin,1,0.0,0,0,0.0%,0,0,45.89922611100008,-91.79135422099995,2020-05-06 22:20 EDT,55,129
Lincoln,Wisconsin,1,0.0,0,0,0.0%,0,0,45.337416894000064,-89.73464029899998,2020-05-06 22:20 EDT,55,069
Pepin,Wisconsin,0,0.0,0,0,nan%,0,0,44.6401797410001,-91.973865,2020-05-06 22:20 EDT,55,091
Mobile,Alabama,1311,89.0,76,5,5.8%,0,0,30.78989019,-88.20635939,2020-05-06 22:20 EDT,01,097
Jefferson,Alabama,1048,56.0,53,4,5.1%,0,0,33.55427371,-86.89648912,2020-05-06 22:20 EDT,01,073
Montgomery,Alabama,477,39.0,12,4,2.5%,0,0,32.38015,-86.30008000000002,2020-05-06 22:20 EDT,01,101
Marshall,Alabama,470,115.0,8,0,1.7%,0,0,34.234758899999996,-86.31986499999991,2020-05-06 22:20 EDT,01,095
Lee,Alabama,410,7.0,29,1,7.1%,0,0,32.60103513,-85.35548613,2020-05-06 22:20 EDT,01,081
Shelby,Alabama,339,11.0,16,3,4.7%,0,0,33.113,-86.58361,2020-05-06 22:20 EDT,01,117
Chambers,Alabama,306,4.0,22,1,7.2%,0,0,32.91425002,-85.39199738,2020-05-06 22:20 EDT,01,017
Tallapoosa,Alabama,304,6.0,23,1,7.6%,0,0,32.86499611,-85.79385037,2020-05-06 22:20 EDT,01,123
Tuscaloosa,Alabama,248,11.0,4,1,1.6%,0,0,33.21042,-87.56625,2020-05-06 22:20 EDT,01,125
Madison,Alabama,238,1.0,4,0,1.7%,0,0,34.76311801,-86.55018951,2020-05-06 22:20 EDT,01,089
Baldwin,Alabama,196,8.0,5,0,2.6%,0,0,30.73589116,-87.72352514,2020-05-06 22:20 EDT,01,003
Franklin,Alabama,164,28.0,1,1,0.6%,0,0,34.44170124,-87.84389685,2020-05-06 22:20 EDT,01,059
Etowah,Alabama,158,12.0,10,0,6.3%,0,0,34.045232666000096,-86.0347460039999,2020-05-06 22:20 EDT,01,055
Coffee,Alabama,138,4.0,0,0,0.0%,0,0,31.40262913700011,-85.988180875,2020-05-06 22:20 EDT,01,031
Butler,Alabama,130,16.0,2,0,1.5%,0,0,31.752498542000108,-86.68021570599991,2020-05-06 22:20 EDT,01,013
Elmore,Alabama,121,10.0,3,0,2.5%,0,0,32.54165,-86.31093,2020-05-06 22:20 EDT,01,051
Calhoun,Alabama,114,9.0,3,0,2.6%,0,0,33.77138006,-85.82610844,2020-05-06 22:20 EDT,01,015
DeKalb,Alabama,109,19.0,2,0,1.8%,0,0,34.459631638000104,-85.80422403399992,2020-05-06 22:20 EDT,01,049
Walker,Alabama,101,1.0,0,0,0.0%,0,0,33.7422,-87.25376,2020-05-06 22:20 EDT,01,127
Houston,Alabama,99,2.0,4,0,4.0%,0,0,31.15312713,-85.302639,2020-05-06 22:20 EDT,01,069
Marion,Alabama,92,7.0,7,0,7.6%,0,0,34.13654519,-87.88726277,2020-05-06 22:20 EDT,01,093
Randolph,Alabama,91,12.0,5,1,5.5%,0,0,33.293692338,-85.45915091099991,2020-05-06 22:20 EDT,01,111
Sumter,Alabama,87,6.0,4,1,4.6%,0,0,32.591065299,-88.198812604,2020-05-06 22:20 EDT,01,119
Pike,Alabama,84,5.0,0,0,0.0%,0,0,31.802432535999998,-85.94090157299989,2020-05-06 22:20 EDT,01,109
Lowndes,Alabama,82,7.0,5,2,6.1%,0,0,32.154721347000105,-86.65010390200001,2020-05-06 22:20 EDT,01,085
Morgan,Alabama,81,5.0,0,0,0.0%,0,0,34.45209661,-86.85149931,2020-05-06 22:20 EDT,01,103
St. Clair,Alabama,77,1.0,1,1,1.3%,0,0,33.653,-86.3377,2020-05-06 22:20 EDT,01,115
Dallas,Alabama,76,11.0,3,0,3.9%,0,0,32.325885080999996,-87.1064959779999,2020-05-06 22:20 EDT,01,047
Wilcox,Alabama,73,1.0,4,0,5.5%,0,0,31.989249107,-87.308317685,2020-05-06 22:20 EDT,01,131
Lauderdale,Alabama,71,8.0,2,0,2.8%,0,0,34.90347866,-87.65938649,2020-05-06 22:20 EDT,01,077
Marengo,Alabama,68,2.0,3,0,4.4%,0,0,32.2476083990001,-87.789578499,2020-05-06 22:20 EDT,01,091
Talladega,Alabama,67,3.0,2,0,3.0%,0,0,33.38013838,-86.16584527,2020-05-06 22:20 EDT,01,121
Russell,Alabama,66,3.0,0,0,0.0%,0,0,32.2884930810001,-85.184815949,2020-05-06 22:20 EDT,01,113
Greene,Alabama,64,3.0,2,0,3.1%,0,0,32.853182143000005,-87.9521762539999,2020-05-06 22:20 EDT,01,063
Chilton,Alabama,61,3.0,1,0,1.6%,0,0,32.847779405,-86.7188269959999,2020-05-06 22:20 EDT,01,021
Hale,Alabama,60,4.0,2,0,3.3%,0,0,32.762615108,-87.62905152799999,2020-05-06 22:20 EDT,01,065
Cullman,Alabama,59,1.0,0,0,0.0%,0,0,34.13191433,-86.86762995,2020-05-06 22:20 EDT,01,043
Autauga,Alabama,58,5.0,3,0,5.2%,0,0,32.53489266,-86.64270904,2020-05-06 22:20 EDT,01,001
Pickens,Alabama,58,2.0,2,0,3.4%,0,0,33.2809822800001,-88.08868876,2020-05-06 22:20 EDT,01,107
Choctaw,Alabama,54,3.0,0,0,0.0%,0,0,32.019617855,-88.263185278,2020-05-06 22:20 EDT,01,023
Jackson,Alabama,53,3.0,2,0,3.8%,0,0,34.7841722,-85.99831592,2020-05-06 22:20 EDT,01,071
Limestone,Alabama,49,2.0,0,0,0.0%,0,0,34.81489201,-86.97728456,2020-05-06 22:20 EDT,01,083
Barbour,Alabama,47,2.0,1,0,2.1%,0,0,31.8691904100001,-85.397182046,2020-05-06 22:20 EDT,01,005
Covington,Alabama,46,1.0,1,0,2.2%,0,0,31.248465970999998,-86.451228767,2020-05-06 22:20 EDT,01,039
Clarke,Alabama,45,2.0,1,0,2.2%,0,0,31.676615371,-87.8308048259999,2020-05-06 22:20 EDT,01,025
Colbert,Alabama,44,3.0,2,0,4.5%,0,0,34.698627370000104,-87.809409365,2020-05-06 22:20 EDT,01,033
Bibb,Alabama,43,1.0,0,0,0.0%,0,0,32.9986236680001,-87.12643047799999,2020-05-06 22:20 EDT,01,007
Blount,Alabama,42,2.0,0,0,0.0%,0,0,33.9808522590001,-86.567391231,2020-05-06 22:20 EDT,01,009
Macon,Alabama,42,2.0,2,0,4.8%,0,0,32.38593437,-85.692580253,2020-05-06 22:20 EDT,01,087
Washington,Alabama,42,4.0,2,0,4.8%,0,0,31.40759373,-88.20787245,2020-05-06 22:20 EDT,01,129
Dale,Alabama,34,0.0,0,0,0.0%,0,0,31.4317418050001,-85.61103116899992,2020-05-06 22:20 EDT,01,045
Coosa,Alabama,31,1.0,1,0,3.2%,0,0,32.93678499,-86.248377492,2020-05-06 22:20 EDT,01,037
Escambia,Alabama,30,-2.0,3,1,10.0%,0,0,31.1261274200001,-87.161611818,2020-05-06 22:20 EDT,01,053
Crenshaw,Alabama,28,3.0,0,0,0.0%,0,0,31.7314125610001,-86.313524982,2020-05-06 22:20 EDT,01,041
Henry,Alabama,27,0.0,1,0,3.7%,0,0,31.513307145000105,-85.2427344239999,2020-05-06 22:20 EDT,01,067
Clay,Alabama,25,3.0,1,0,4.0%,0,0,33.269081924,-85.8606726149999,2020-05-06 22:20 EDT,01,027
Bullock,Alabama,18,2.0,1,1,5.6%,0,0,32.1004472750001,-85.715949849,2020-05-06 22:20 EDT,01,011
Cherokee,Alabama,18,2.0,0,0,0.0%,0,0,34.075332464,-85.62134999999991,2020-05-06 22:20 EDT,01,019
Lawrence,Alabama,17,3.0,0,0,0.0%,0,0,34.514824221,-87.31336758399998,2020-05-06 22:20 EDT,01,079
Winston,Alabama,17,1.0,0,0,0.0%,0,0,34.1492576000001,-87.37372355199993,2020-05-06 22:20 EDT,01,133
Perry,Alabama,16,0.0,0,0,0.0%,0,0,32.6384867990001,-87.294353067,2020-05-06 22:20 EDT,01,105
Monroe,Alabama,15,2.0,1,0,6.7%,0,0,31.570756068,-87.3654734899999,2020-05-06 22:20 EDT,01,099
Cleburne,Alabama,13,1.0,1,0,7.7%,0,0,33.674593073000004,-85.518712511,2020-05-06 22:20 EDT,01,029
Lamar,Alabama,13,1.0,0,0,0.0%,0,0,33.77922773,-88.09692361,2020-05-06 22:20 EDT,01,075
Geneva,Alabama,11,0.0,0,0,0.0%,0,0,31.094968706,-85.83926267,2020-05-06 22:20 EDT,01,061
Conecuh,Alabama,9,0.0,0,0,0.0%,0,0,31.4292965990001,-86.99362992299999,2020-05-06 22:20 EDT,01,035
Fayette,Alabama,6,0.0,0,0,0.0%,0,0,33.7212794560001,-87.738810025,2020-05-06 22:20 EDT,01,057
Hennepin,Minnesota,2764,466.0,325,22,11.8%,0,0,45.00575776,-93.4749321,2020-05-06 22:20 EDT,27,053
